"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","389975","false","8","kg","389975","false","389975","false","0","false","449802.306",,"449802.306","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5251","false","8","kg","5251","false","5251","false","0","false","6969.972",,"6969.972","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","586","PAK","Pakistan","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7841377","false","8","kg","7841377","false","7841377","false","0","false","7448017.35",,"7448017.35","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","600","PRY","Paraguay","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","260000","false","8","kg","260000","false","260000","false","0","false","150731.573",,"150731.573","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","642","ROU","Romania","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2518","false","8","kg","2518","false","2518","false","0","false","5462.182",,"5462.182","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","699","IND","India","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7587190","false","8","kg","7587190","false","7587190","false","0","false","9074246.633",,"9074246.633","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","704","VNM","Viet Nam","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49000","false","8","kg","49000","false","49000","false","0","false","70726.59",,"70726.59","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","724","ESP","Spain","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","168327","false","8","kg","168327","false","168327","false","0","false","167783.282",,"167783.282","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","229355","false","8","kg","229355","false","229355","false","0","false","271096.015",,"271096.015","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7000","false","8","kg","7000","false","7000","false","0","false","10024.838",,"10024.838","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","842","USA","USA","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1523000","false","8","kg","1523000","false","1523000","false","0","false","954080.126",,"954080.126","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","858","URY","Uruguay","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2457390","false","8","kg","2457390","false","2457390","false","0","false","1496399.498",,"1496399.498","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","0","W00","World","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","21248911","false",,"false","0","false","24571149.826",,"24571149.826","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","32","ARG","Argentina","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","114814","false","8","kg","114814","false","114814","false","0","false","86290.828",,"86290.828","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","36","AUS","Australia","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","71610","false","8","kg","71610","false","71610","false","0","false","73948.085",,"73948.085","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","50","BGD","Bangladesh","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","41350","false","8","kg","41350","false","41350","false","0","false","70985.339",,"70985.339","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","76","BRA","Brazil","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49900","false","8","kg","49900","false","49900","false","0","false","13525.404",,"13525.404","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","100","BGR","Bulgaria","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5880","false","8","kg","5880","false","5880","false","0","false","7247.687",,"7247.687","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","116","KHM","Cambodia","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1063679","false","8","kg","1063679","false","1063679","false","0","false","1103492.214",,"1103492.214","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","144","LKA","Sri Lanka","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63847","false","8","kg","63847","false","63847","false","0","false","67883.058",,"67883.058","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","156","CHN","China","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","77468","false","8","kg","77468","false","77468","false","0","false","119666.767",,"119666.767","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","251","FRA","France","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22860","false","8","kg","22860","false","22860","false","0","false","27109.06",,"27109.06","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","487","false","8","kg","487","false","487","false","0","false","531.045",,"531.045","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","300","GRC","Greece","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","41169","false","8","kg","41169","false","41169","false","0","false","43043.134",,"43043.134","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","328","GUY","Guyana","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","386760","false","8","kg","386760","false","386760","false","0","false","320771.798",,"320771.798","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","372","IRL","Ireland","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35580","false","8","kg","35580","false","35580","false","0","false","38301.656",,"38301.656","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","380","ITA","Italy","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5301346","false","8","kg","5301346","false","5301346","false","0","false","6112582.889",,"6112582.889","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","53247","false","8","kg","53247","false","53247","false","0","false","179702.002",,"179702.002","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","410","KOR","Rep. of Korea","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8800","false","8","kg","8800","false","8800","false","0","false","26550.92",,"26550.92","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","418","LAO","Lao People's Dem. Rep.","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","8","kg","20000","false","20000","false","0","false","29481.153",,"29481.153","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","422","LBN","Lebanon","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","893","false","8","kg","893","false","893","false","0","false","1519.982",,"1519.982","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","490","S19","Other Asia, nes","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8960","false","8","kg","8960","false","8960","false","0","false","26229.854",,"26229.854","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18972","false","8","kg","18972","false","18972","false","0","false","33920.531",,"33920.531","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","586","PAK","Pakistan","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1846266","false","8","kg","1846266","false","1846266","false","0","false","2291312.284",,"2291312.284","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","616","POL","Poland","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","9600","false",,"false","0","false","24.385",,"24.385","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","620","PRT","Portugal","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","553842","false","8","kg","553842","false","553842","false","0","false","529849.286",,"529849.286","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","642","ROU","Romania","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9480","false","8","kg","9480","false","9480","false","0","false","22941.978",,"22941.978","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","699","IND","India","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5400777","false","8","kg","5400777","false","5400777","false","0","false","6781056.724",,"6781056.724","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","704","VNM","Viet Nam","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","224380","false","8","kg","224380","false","224380","false","0","false","274931.193",,"274931.193","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","724","ESP","Spain","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2623396","false","8","kg","2623396","false","2623396","false","0","false","2707649.241",,"2707649.241","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2861819","false","8","kg","2861819","false","2861819","false","0","false","3176181.738",,"3176181.738","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","240000","false","8","kg","240000","false","240000","false","0","false","287611.259",,"287611.259","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4436","false","8","kg","4436","false","4436","false","0","false","7034.998",,"7034.998","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","842","USA","USA","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16298","false","8","kg","16298","false","16298","false","0","false","35455.415",,"35455.415","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","858","URY","Uruguay","0","W00","World","H6","HS","true","100630","Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","70995","false","8","kg","70995","false","70995","false","0","false","74317.92",,"74317.92","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","0","W00","World","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21906251","false","8","kg","21906251","false","21906251","false","0","false","9833277.272",,"9833277.272","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","76","BRA","Brazil","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1142660","false","8","kg","1142660","false","1142660","false","0","false","500224.534",,"500224.534","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","104","MMR","Myanmar","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14822970","false","8","kg","14822970","false","14822970","false","0","false","6234314.231",,"6234314.231","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","328","GUY","Guyana","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2175960","false","8","kg","2175960","false","2175960","false","0","false","1159531.06",,"1159531.06","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","398","KAZ","Kazakhstan","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","518040","false","8","kg","518040","false","518040","false","0","false","235209.803",,"235209.803","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","146","false","8","kg","146","false","146","false","0","false","2098.443",,"2098.443","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","566","NGA","Nigeria","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","729","false","8","kg","729","false","729","false","0","false","887.334",,"887.334","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","586","PAK","Pakistan","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","48540","false","8","kg","48540","false","48540","false","0","false","56225.796",,"56225.796","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","620","PRT","Portugal","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","177509","false","8","kg","177509","false","177509","false","0","false","86094.396",,"86094.396","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","643","RUS","Russian Federation","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","996900","false","8","kg","996900","false","996900","false","0","false","516959.24",,"516959.24","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","699","IND","India","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1569020","false","8","kg","1569020","false","1569020","false","0","false","749417.631",,"749417.631","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","724","ESP","Spain","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","103860","false","8","kg","103860","false","103860","false","0","false","58699.493",,"58699.493","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","764","THA","Thailand","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","99917","false","8","kg","99917","false","99917","false","0","false","108720.727",,"108720.727","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","M","Import","792","TUR","Türkiye","0","W00","World","H6","HS","true","100640","Cereals; rice, broken","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","250000","false","8","kg","250000","false","250000","false","0","false","124894.585",,"124894.585","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","0","W00","World","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8622","false","8","kg","8622","false","8622","false","0","false",,"19437.349","19437.349","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","251","FRA","France","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","8","kg","5","false","5","false","0","false",,"5.419","5.419","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","344","HKG","China, Hong Kong SAR","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","596","false","8","kg","596","false","596","false","0","false",,"3365.094","3365.094","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","372","IRL","Ireland","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","765","false","8","kg","765","false","765","false","0","false",,"2483.18","2483.18","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","642","ROU","Romania","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4314","false","8","kg","4314","false","4314","false","0","false",,"726.123","726.123","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","100610","Cereals; rice in the husk (paddy or rough)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2942","false","8","kg","2942","false","2942","false","0","false",,"12857.533","12857.533","0","false","true",
"C","M","20220101","2022","1","202201","826","GBR","United Kingdom","X","Export","0","W00","World","0","W00","World","H6","HS","true","100620","Cereals; husked (brown) rice","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","55083","false","8","kg","55083","false","55083","false","0","false",,"131926.873","131926.873","0","false","true",
